,text,location,friends_count,followers_count,screen_name,retweet_count,favorite_count,description
48,"Bank of England says it will ""not hesitate"" to raise interest rates to curb inflation after the pound fell to a record low against the US dollar https://t.co/4jU04jlkkm","London, UK",3,51299198,BBCBreaking,681,1856,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
49,"Gunman opens fire at school in Russian city of Izhevsk, with officials saying at least six people killed and others wounded https://t.co/RvmBWKzrGc","London, UK",3,51299198,BBCBreaking,439,1054,"Breaking news alerts and updates from the BBC. For news, features, analysis follow @BBCWorld (international) or @BBCNews (UK). Latest sport news @BBCSport."
0,"Many Iranians wounded by the security forces amid protests are too afraid to go to a hospital for treatment, because some protesters seeking medical help have been detained, according to several accounts shared with CBS News. https://t.co/K3f7ciKvYw","New York, NY",597,8808966,CBSNews,11,15,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
1,"Inside the nation's first and only statewide prison radio station where inmates use conversation to ""become better people."" https://t.co/1j5YriOk48","New York, NY",597,8808966,CBSNews,4,26,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
2,Los Angeles City Council president Nury Martinez announced her resignation Monday after she was heard making racist comments about a councilmember's Black son in a leaked recording of a conversation with other leaders. https://t.co/ufJE7EWGEY,"New York, NY",597,8808966,CBSNews,40,111,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
3,"Just moments after reporting about a potential Russian attack, a BBC reporter ducked for cover after missiles hit central Kyiv, Ukraine. https://t.co/6IZHL8NMjZ https://t.co/AmkAnYcqje","New York, NY",597,8808966,CBSNews,20,50,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
4,"The Mets thought Padres pitcher Joe Musgrove's shiny ear was suspicious, so they asked the umpire to check it for foreign substances, stirring controversy. https://t.co/7vNVUnLdHo","New York, NY",597,8808966,CBSNews,3,6,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
5,"More than a decade after Air France Flight 447 plummeted into the Atlantic Ocean, Winfried Schmidt traveled to Paris from his native Germany to see the airline and Airbus go on trial for involuntary manslaughter. https://t.co/Kah3AAWUA7","New York, NY",597,8808966,CBSNews,8,29,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
6,"President Biden says the U.S. strongly condemns Russia's missile strikes Monday across Ukraine, saying the attacks ""demonstrate the utter brutality of Mr. Putin’s illegal war on the Ukrainian people."" https://t.co/6Nw03mObia https://t.co/bI5BAOcqTx","New York, NY",597,8808966,CBSNews,29,102,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
7,RT @CBS_Herridge: NEW: SEC Wormuth @AUSAorg “I am pleased to announce this morning that working closely with the Air Force we now have plan…,"New York, NY",597,8808966,CBSNews,30,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
8,"Great Scott!: The crowd went wild at the New York Comic Convention when the stars of the 'Back to the Future' trilogy, Michael J Fox and Christopher Lloyd, reunited with an onstage embrace. https://t.co/2uN51d3hI7","New York, NY",597,8808966,CBSNews,28,169,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
9,"Georgia's Republican Lt. Gov. Geoffrey Duncan has spoken out against Herschel Walker, the current GOP Senate nominee in the state.  https://t.co/T9KsND9fBY","New York, NY",597,8808966,CBSNews,23,68,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
10,RT @edokeefe: JUST IN: @POTUS Biden says the United States “strongly condemns” Russia’s attacks across Ukraine today: “These attacks only f…,"New York, NY",597,8808966,CBSNews,64,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
11,The difference between a mediocre 401(k) plan and a great one could translate into tens of thousands of dollars more in future retirement money. https://t.co/YdSPxsIehF,"New York, NY",597,8808966,CBSNews,3,17,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
12,"Nikki Finke, the veteran reporter who became one of Hollywood's top journalists as founder of the entertainment trade website Deadline. com and whose sharp-tongued tenacity made her the most-feared columnist in show business, has died. https://t.co/RmUeAysXvn","New York, NY",597,8808966,CBSNews,7,12,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
13,"RT @CBSMornings: Coordinated Russian attacks in at least eight cities have left Ukrainians scrambling in fear.

It is apparent payback for…","New York, NY",597,8808966,CBSNews,15,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
14,"RT @CBSMornings: More than a week after Tua Tagovailoa was carted off the field on a stretcher, the NFL played its first slate of games und…","New York, NY",597,8808966,CBSNews,16,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
15,"RT @CBSMornings: Critics are calling comments by Alabama Senator Tommy Tuberville overtly racist, after he made remarks about reparations d…","New York, NY",597,8808966,CBSNews,26,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
16,"RT @CBSMornings: Kanye West has been restricted from Instagram and locked out of Twitter, after posting anti-Semitic remarks on the platfor…","New York, NY",597,8808966,CBSNews,21,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
17,"RT @CBSMornings: Actor @yahya is making his Broadway debut in @topdogbway, which he says ""embraced"" him from the moment he first read it 15…","New York, NY",597,8808966,CBSNews,11,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
18,"In a video posted on social media, a man claiming to be a Mexican drug cartel leader says an attack that killed 20 people including a mayor was in fact aimed at him.   https://t.co/yXwuvGA8Pe","New York, NY",597,8808966,CBSNews,11,10,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
19,Officials at Vanderbilt University Medical Center announced Friday that they are pausing gender-affirming surgeries for minors in order to review their practices. https://t.co/ChDdyV5DXw,"New York, NY",597,8808966,CBSNews,8,26,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
20,"An 80-year-old woman was mauled to death by two dogs while she was out for a walk, authorities in California said. https://t.co/qw4PYvSBUq","New York, NY",597,8808966,CBSNews,16,34,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
21,It's possible the Parkland school shooter talked himself into a death sentence after prosecutors last week played videos of his jailhouse interviews with two of their mental health experts.  https://t.co/iGj9eMaIy3,"New York, NY",597,8808966,CBSNews,7,11,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
22,"RT @60Minutes: ""They want to basically sway public opinions—demoralize the public—make their eventual takeover that much easier.""

Cybersec…","New York, NY",597,8808966,CBSNews,27,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
23,"A 12-year-old Palestinian boy died Monday after being shot and wounded by Israeli soldiers during a weekend army raid in a refugee camp in the occupied West Bank, the Palestinian Health Ministry said. https://t.co/C3wTEojFrU","New York, NY",597,8808966,CBSNews,16,23,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
24,"WikiLeaks founder Julian Assange has tested positive for COVID-19, his wife said on Monday, as she battles his extradition to the United States.  https://t.co/HcLpvwnhpH","New York, NY",597,8808966,CBSNews,10,18,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
25,"An investigation at a Virginia airport has revealed that a student pilot was flying a small plane when it crashed, killing the flight instructor, authorities say. https://t.co/uhkgB3EC6S","New York, NY",597,8808966,CBSNews,10,18,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
26,Pope Francis on Sunday denounced Europe's indifference toward migrants risking their lives to cross the Mediterranean Sea as he elevated to sainthood an Italian bishop and Italian-born missionary.   https://t.co/17tYlfOk74,"New York, NY",597,8808966,CBSNews,15,57,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
27,"Rapper Ye — also known by his given name, Kanye West — has been locked out of his Twitter account ""due to a violation of Twitter's policies,"" the social media platform told CBS News in a statement.  https://t.co/WTb2NrbL4T","New York, NY",597,8808966,CBSNews,34,101,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
28,"RT @CBSNewsPress: ICYMI: Some of @CBSNews' impactful pieces this week

➡️@andersoncooper's interview w/ Bart Barber
➡️Kari Lake &amp; Katie Hob…","New York, NY",597,8808966,CBSNews,6,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
29,"A Texas police officer who shot and wounded a teenager who had been sitting in his car eating a hamburger has been fired, police said.  https://t.co/PPQRqO79w2","New York, NY",597,8808966,CBSNews,58,240,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
30,The Tampa Bay Lightning suspended defenseman Ian Cole pending an investigation into allegations made on social media that he sexually abused a woman when she was a minor.  https://t.co/pw8beNJgrh,"New York, NY",597,8808966,CBSNews,7,17,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
31,"More than 17,400 Afghan evacuees brought to the U.S. under a temporary legal authority have filed applications for asylum or special visa status, according to unpublished government statistics shared with CBS News. https://t.co/WQQqAUmqqJ","New York, NY",597,8808966,CBSNews,12,33,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
32,"RT @CBSMornings: “Tacos are a force for good”: José Ralat (@TacoTrail) is an award-winning taco editor, who says the beloved dish is worth…","New York, NY",597,8808966,CBSNews,39,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
33,RT @CBSMornings: This Colorado radio station runs like any other — but its 14 hosts are inmates at correctional facilities across the state…,"New York, NY",597,8808966,CBSNews,19,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
34,"RT @CBSMornings: When Charlotte McCourt set out to sell Girl Scout cookies, she used a unique tactic to bring in customers: “Truth in adver…","New York, NY",597,8808966,CBSNews,23,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
35,"RT @CBSMornings: Former officer Michael Fanone suffered burns, a heart attack and traumatic brain injuries after rioters assaulted him duri…","New York, NY",597,8808966,CBSNews,86,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
36,RT @CBSMornings: Health officials are warning Americans about an early and long flu season — but less than half of adults plan on getting t…,"New York, NY",597,8808966,CBSNews,19,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
37,RT @CBSMornings: The latest CBS News-YouGov BattleGround Tracker shows the Senate is essentially a toss-up in next month’s midterms. Each p…,"New York, NY",597,8808966,CBSNews,9,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
38,"RT @CBSMornings: CBS News obtained first access to audio secretly recorded in June 2021 by former D.C. officer Michael Fanone, who was inju…","New York, NY",597,8808966,CBSNews,709,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
39,"RT @CBSMornings: Artist and author @OliverJeffers has sold more than 14 million books worldwide, taking readers through captivating stories…","New York, NY",597,8808966,CBSNews,13,0,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
40,"Protesters gathered outside the home of Los Angeles City Council President Nury Martinez and called on her to resign on Sunday, after a year-old audio recording emerged of her making racist remarks about a council member's Black son. https://t.co/tZeazJH3UF https://t.co/myrmVXEtvH","New York, NY",597,8808966,CBSNews,56,157,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
41,Chinese cities are imposing fresh lockdowns and travel restrictions after the number of new daily COVID-19 cases tripled during a weeklong holiday. https://t.co/DR7MRTqRH8,"New York, NY",597,8808966,CBSNews,15,23,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
42,"The former chair of the U.S. Federal Reserve Board and two U.S.-based economists get the Nobel Prize in economic sciences for research showing ""why avoiding bank collapses is vital.""  https://t.co/vgSTlLrI9g","New York, NY",597,8808966,CBSNews,13,24,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
43,"In a call about a year ago, Nury Martinez, among other things, made a racist remark about a fellow council member's Black son, and now says her comments were made ""in a moment of intense frustration and anger."" https://t.co/Pp9D1BbpHb","New York, NY",597,8808966,CBSNews,22,41,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
44,"Security camera footage shows the moment a person walking along the Glass Bridge in Kyiv, Ukraine, was nearly hit by a missile. The bridge was one of several areas in Kyiv and other cities struck by Russian forces on Monday morning. https://t.co/B0KkkAlcRY https://t.co/3lQF228aNk","New York, NY",597,8808966,CBSNews,51,76,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
45,"Almost everyone on board a boat – roughly 85 people – died when it capsized in a flood-swollen river in Nigeria's Anambra state, President Muhammadu Buhari said on Sunday.

 https://t.co/tPHEovfKXR","New York, NY",597,8808966,CBSNews,6,26,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
46,"The surfer, who now has nearly 19 inches of staples, said that after the shark clamped onto his leg and board, he grabbed the shark's body with one hand and kicked at its head with his free leg until it let him go and swam away. https://t.co/ECAv0uMiYA","New York, NY",597,8808966,CBSNews,11,65,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
47,"North Korea says Kim Jong Un oversaw the recent missile tests that involved ""tactical nuclear"" drills to simulate hitting the South and that the drills were a response to U.S.-led joint military exercises in the region. https://t.co/rbGQzHHkkC","New York, NY",597,8808966,CBSNews,13,25,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
48,"Harvey Weinstein is facing another trial over rape and sexual assault charges – this time in L.A., police are investigating a shooting outside NY Rep. Lee Zeldin's home, and runner Emily Sisson sets new American record at the Chicago Marathon. Here's what's coming up on CBS News. https://t.co/EuqAWD57WE","New York, NY",597,8808966,CBSNews,8,26,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
49,"14-year-old Chloe Campbell has been missing since Sept. 30, when her parents say eyewitnesses saw her with two ""older men"" who were ""too old to be in high school."" https://t.co/eJtTVZaMeV","New York, NY",597,8808966,CBSNews,36,40,"Your source for original reporting and trusted news.

📺 CBS | Streaming on the CBS News app | @ParamountPlus"
0,"A result is imminent in Brazil's crucial presidential election - follow updates from @katywatson @vanessabusch @LauraTrevelyan and others here:
https://t.co/jqeYiPylhl","Washington, DC",998,1066,glevns,4,3,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
1,"RT @BernieDebusmann: In Florida, we've been hearing some harrowing tales of #HurricanIan and lots of uncertainty about what the future migh…","Washington, DC",998,1066,glevns,6,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
2,"RT @BBCBreaking: Queen Elizabeth II, the UK’s monarch for the past 70 years, has died aged 96 https://t.co/nuFdc3PV49","Washington, DC",998,1066,glevns,221911,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
3,"RT @BBCBreaking: Myles Sanderson, the Canadian mass stabbing suspect, has been arrested - ending manhunt that took in three provinces https…","Washington, DC",998,1066,glevns,323,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
4,"RT @hollyhonderich: As Serena Williams prepares for her final appearance at the US Open, a look back at the moment that launched her matchl…","Washington, DC",998,1066,glevns,6,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
5,"RT @BernieDebusmann: For years, Radio Mambi in #Miami has been a fixture of the city's airwaves. But now, a surprise sale has sparked contr…","Washington, DC",998,1066,glevns,7,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
6,"RT @joelmgunter: SAS operatives in Afghanistan repeatedly killed detainees and unarmed men in suspicious circumstances, according to a BBC…","Washington, DC",998,1066,glevns,106,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
7,@AlixKroeger @BBCNorthAmerica Thanks Alix!,"Washington, DC",998,1066,glevns,0,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
8,Excited to start as a news editor with the brilliant ⁦⁦⁦⁦@BBCNorthAmerica⁩ team. I’ll be in Washington until the end of the year. Boldly predicting that it could be busy… https://t.co/1x8CSZCGmJ,"Washington, DC",998,1066,glevns,0,11,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
9,"RT @hugobachega: Civilians leaving Russian-occupied Mariupol are forced to go through filtration. It's humiliating for most, brutal for som…","Washington, DC",998,1066,glevns,75,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
10,"RT @mrjohnofarrell: This obituary in today's @guardian is an incredible story. That's one hell of an epiphany in the middle of his life.
ht…","Washington, DC",998,1066,glevns,1005,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
11,RT @Cymru: CWPAN Y BYD!!!! https://t.co/5KP0FmJav4,"Washington, DC",998,1066,glevns,3486,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
12,RT @tessa_wong: If you only had to read one Jubilee piece it's this excellent deep dive into the Queen and her Corgis by @BexSeales . Featu…,"Washington, DC",998,1066,glevns,6,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
13,"RT @joelmgunter: After the discovery of the atrocities in Bucha came the job of collecting of the dead. 

It is being done, with extraordin…","Washington, DC",998,1066,glevns,72,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
14,"RT @hugobachega: A week ago, a theatre in the besieged city of Mariupol where hundreds of civilians were sheltering was attacked. Ukraine a…","Washington, DC",998,1066,glevns,341,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
15,RT @sissydissy: We are hiring journalists for the @BBCNews Digital News team. We want excellent writers with creative ideas for covering th…,"Washington, DC",998,1066,glevns,278,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
16,"'I didn't know whether I would meet Russian forces. When I will return to my home, and whether it will be standing, it is impossible to know.' 

Another moving piece from Marta Shokalo, who left Kyiv with her son this morning.
https://t.co/vGJBBVVx7D","Washington, DC",998,1066,glevns,1,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
17,"RT @PonniahKevin: As Russian forces enter Kyiv, follow live updates from @BBCNews here. This is a huge collaborative effort running 24/7 an…","Washington, DC",998,1066,glevns,5,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
18,RT @joelmgunter: Stigma over mental health and a lack of clarity around the statistics are clouding the toll of suicide on Ukraine’s milita…,"Washington, DC",998,1066,glevns,11,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
19,@maxrushden @guardian_sport @Towno10 @JohnBrewin_ @bglendenning After the two teams least interested in playing football finally took to the field for a 0-0 draw - what's the longest you've avoided doing something you're terrible at?,"Washington, DC",998,1066,glevns,0,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
20,RT @BBCSteveR: Trying to press Alexander Lukashenko on human rights in Belarus. You can watch a 24-min version of our interview today on @B…,"Washington, DC",998,1066,glevns,3285,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
21,RT @GeorginaRannard: Dozens of English language trainers for the British Council in Afghanistan told me they’re being denied UK visas becau…,"Washington, DC",998,1066,glevns,3,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
22,RT @BBCWorld: 'They will kill me': Desperate Afghans seek way out after Taliban takeover https://t.co/TCmfm0kMgF,"Washington, DC",998,1066,glevns,291,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
23,"One of the great things about this Euros has been the Official Wales Fans Spokesman @elisjames channeling exactly what we're feeling at each stage. I am, however, already extremely tense  https://t.co/EW1cEaILKN","Washington, DC",998,1066,glevns,0,2,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
24,RT @hugobachega: Thousands of illegal miners have invaded the Brazilian Amazon under President Bolsonaro. Deforestation and violence agains…,"Washington, DC",998,1066,glevns,5,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
25,"RT @kl_coop: Every year an unknown number of American children are sent away into programmes meant to fix them. 

The Troubled Teen Industr…","Washington, DC",998,1066,glevns,58,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
26,RT @elisjames: Turkey 0 Wales 2. If only I could bottle this feeling. It’s heaven,"Washington, DC",998,1066,glevns,227,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
27,RT @C4Ciaran: 🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿🏴󠁧󠁢󠁷󠁬󠁳󠁿C’mon 🏴󠁧󠁢󠁷󠁬󠁳󠁿…,"Washington, DC",998,1066,glevns,278,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
28,@vickybaker Thanks Vicky!,"Washington, DC",998,1066,glevns,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
29,"Crump has represented the families of George Floyd, Breonna Taylor, Daunte Wright and dozens more in their civil suits. Those I spoke to suggested he was always given the call due to a mixture of momentum, proven results, and media-savviness.","Washington, DC",998,1066,glevns,1,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
30,"Ben Crump is seemingly involved in every high-profile police shooting case in America. I wondered why it was always him, and spoke to his friends and the families he's worked with to try and find out:
https://t.co/KRTiFPMzTf","Washington, DC",998,1066,glevns,3,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
31,"RT @BBCBreaking: Judge Peter Cahill reads guilty verdict in trial of Derek Chauvin, the former policeman who has been convicted of murderin…","Washington, DC",998,1066,glevns,3971,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
32,"RT @BBCBreaking: Jury reaches verdict in murder trial of Derek Chauvin over death of George Floyd in May 2020

Follow our live coverage ahe…","Washington, DC",998,1066,glevns,469,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
33,RT @BBCLBicker: 'The grim reality of reporting in China that pushed me out’ by ⁦@TheJohnSudworth⁩  https://t.co/yDPRXhht05,"Washington, DC",998,1066,glevns,50,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
34,"RT @BBCSport: WALES ARE #SIXNATIONS CHAMPIONS! 👑

Scotland seal victory right at the end!

FT

France 23-27 Scotland

#FRAvSCO #bbcrugby","Washington, DC",998,1066,glevns,519,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
35,"Oliver, 6: “I would just push the back until it was free. I’ve seen things like this in my life.""

Harper, 13: “They should get everyone in Egypt, and everyone brings their own rope... and everyone pulls it.""

'Ask kids' is the best story treatment imo

https://t.co/KI9FJhhBJa","Washington, DC",998,1066,glevns,0,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
36,"@Gerryholt @BBCWorld @hughesroland Diolch Gerry! It's actually curry night in W1A, so slightly less depressing I suppose...","Washington, DC",998,1066,glevns,0,1,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
37,@kl_coop @daniellehayd Love him. You just don't get this from your Peps and your Joses,"Washington, DC",998,1066,glevns,0,2,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
38,RT @atmccann: been thinking a lot about vaccine inequality lately — this piece is the result of working with NYT reporters across more than…,"Washington, DC",998,1066,glevns,618,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
39,"RT @sfchronicle: Lawrence Ferlinghetti, San Francisco poet and co-founder of City Lights, has died. 

Here's an interview with Ferlinghetti…","Washington, DC",998,1066,glevns,37,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
40,RT @paulkirbyuk: After a year of Covid in Europe my BBC colleagues and others have considered what has changed in this time of pandemic - @…,"Washington, DC",998,1066,glevns,10,0,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
41,@vickybaker This was really brilliant. Loved it!,"Washington, DC",998,1066,glevns,0,5,News editor @BBCNorthAmerica / gareth.lewis.evans@bbc.co.uk 🏴󠁧󠁢󠁷󠁬󠁳󠁿
